town,flat_type,block / building,street_name,storey,floor_area_sqm,flat_model,lease_commence_date,rental_date,property_type
"Serangoon Garden, Hougang, Punggol",2 ROOM,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,01,44.0,Condominium,2011,2025-09-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",4 ROOM,THE PANORAMA,ANG MO KIO AVENUE 2,06,94.0,Condominium,2013,2025-09-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,KINGSGROVE,ANG MO KIO AVENUE 1,01,150.0,Condominium,Freehold,2025-09-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,THOMSON IMPRESSIONS,LORONG PUNTONG,01,71.0,Apartment,2015,2025-09-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,Q BAY RESIDENCES,TAMPINES STREET 86,06,82.0,Condominium,2012,2025-09-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,11,120.0,Condominium,2009,2025-09-01,Condo / Private Apartment
"Loyang, Changi",5 ROOM,AZALEA PARK CONDOMINIUM,FLORA ROAD,01,124.0,Condominium,1885,2025-09-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,OASIS @ ELIAS,ELIAS ROAD,16,91.0,Condominium,2008,2025-09-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,COSTA DEL SOL,BAYSHORE ROAD,01,145.0,Condominium,1997,2025-09-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,21 RICHARDS,RICHARDS AVENUE,01,98.0,Apartment,Freehold,2025-09-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",2 ROOM,JADESCAPE,SHUNFU ROAD,11,49.0,Condominium,2018,2025-09-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,KOVAN RESIDENCES,KOVAN ROAD,06,88.0,Condominium,2007,2025-09-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,COASTAL VIEW RESIDENCES,JALAN LOYANG BESAR,01,106.0,Apartment,1885,2025-09-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,01,102.0,Condominium,1996,2025-09-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",EXECUTIVE,EDEN VIEW,EDEN GROVE,01,174.0,Apartment,Freehold,2025-09-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,WATERFRONT KEY,BEDOK RESERVOIR ROAD,01,134.0,Condominium,2007,2025-09-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,FERRARIA PARK CONDOMINIUM,FLORA DRIVE,01,87.0,Condominium,Freehold,2025-09-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,REGENTVILLE,HOUGANG STREET 92,01,91.0,Apartment,1996,2025-09-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,KOVAN REGENCY,KOVAN RISE,06,72.0,Condominium,2012,2025-09-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",3 ROOM,BEDOK RESIDENCES,BEDOK NORTH DRIVE,11,56.0,Apartment,2011,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,MY MANHATTAN,SIMEI STREET 3,06,107.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,HILLSIDE MANSIONS,HILLSIDE DRIVE,01,117.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,RIVERSOUND RESIDENCE,SENGKANG EAST AVENUE,11,84.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,NV RESIDENCES,PASIR RIS GROVE,01,69.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,WATERFRONT ISLE,BEDOK RESERVOIR ROAD,06,107.0,Condominium,2009,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,EASTPOINT GREEN,SIMEI STREET 3,01,90.0,Condominium,1996,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,THE TANAMERA,TANAH MERAH KECHIL ROAD,01,89.0,Condominium,1990,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,THE GAZANIA,HOW SUN DRIVE,01,92.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,GRANDEUR 8,ANG MO KIO CENTRAL 3,11,132.0,Condominium,2002,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,CASA MERAH,TANAH MERAH KECHIL AVENUE,11,117.0,Apartment,2006,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,RIVERSAILS,UPPER SERANGOON CRESCENT,11,103.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",2 ROOM,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,06,45.0,Apartment,2018,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,BAYSHORE PARK,BAYSHORE ROAD,01,87.0,Condominium,1982,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,11,83.0,Apartment,2014,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,SEASTRAND,PASIR RIS LINK,01,53.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",EXECUTIVE,SAVANNAH CONDOPARK,SIMEI RISE,06,135.0,Condominium,2000,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,BRADDELL VIEW,BRADDELL HILL,01,135.0,Apartment,1975,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,OASIS GARDEN,JALAN BUNGA RAMPAI,01,113.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",5 ROOM,BISHAN POINT,BRIGHT HILL DRIVE,11,110.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Loyang, Changi",3 ROOM,THE JOVELL,FLORA DRIVE,06,62.0,Condominium,2018,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,BARTLEY RESIDENCES,LORONG HOW SUN,16,125.0,Apartment,2011,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,THOMSON GRAND,SIN MING WALK,01,140.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",5 ROOM,DOUBLE BAY RESIDENCES,SIMEI STREET 4,06,118.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,06,115.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,ROSALIA PARK,LORONG ONG LYE,01,104.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,COSTA DEL SOL,BAYSHORE ROAD,16,125.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",5 ROOM,THE SANTORINI,TAMPINES STREET 86,06,110.0,Condominium,2013,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,JADESCAPE,SHUNFU ROAD,16,71.0,Condominium,2018,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,01,129.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,KOVAN ESQUIRE,KOVAN ROAD,01,93.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,WATERFRONT KEY,BEDOK RESERVOIR ROAD,06,123.0,Condominium,2007,2025-08-01,Condo / Private Apartment
"Loyang, Changi",3 ROOM,EDELWEISS PARK CONDOMINIUM,FLORA ROAD,01,64.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,PARC VERA,HOUGANG STREET 32,01,73.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",4 ROOM,SKY HABITAT,BISHAN STREET 15,21,81.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,THE TAPESTRY,TAMPINES STREET 86,11,56.0,Condominium,2017,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",MANSIONETTE,COMPASS HEIGHTS,SENGKANG SQUARE,11,218.0,Apartment,2000,2025-08-01,Condo / Private Apartment
"Loyang, Changi",2 ROOM,HEDGES PARK CONDOMINIUM,FLORA DRIVE,06,45.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,WATERVIEW,TAMPINES AVENUE 1,11,73.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,CHANGI GREEN,UPPER CHANGI ROAD EAST,01,93.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",EXECUTIVE,THE SUNNYDALE,SERANGOON AVENUE 3,01,145.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,FRAGRANT GARDENS,UPPER PAYA LEBAR ROAD,01,79.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,FIORENZA,FLORENCE ROAD,01,78.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,THE SUMMIT,UPPER EAST COAST ROAD,01,115.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,CARISSA PARK CONDOMINIUM,FLORA DRIVE,01,86.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,ROSYTH VILLE,ROSYTH ROAD,01,103.0,Apartment,1886,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,LA FIESTA,SENGKANG SQUARE,11,78.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",MANSIONETTE,CHERRY GARDENS,LORONG LEW LIAN,01,208.0,Apartment,1996,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",2 ROOM,D'ZIRE,ROBEY CRESCENT,01,48.0,Apartment,1875,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,THE BAYSHORE,BAYSHORE ROAD,26,133.0,Condominium,1993,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,THE GARDEN RESIDENCES,SERANGOON NORTH VIEW,11,57.0,Apartment,2017,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,THE PALETTE,PASIR RIS GROVE,11,82.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",5 ROOM,GOLDENHILL PARK CONDOMINIUM,MEI HWAN DRIVE,01,124.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,JEWEL @ BUANGKOK,COMPASSVALE BOW,11,67.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",EXECUTIVE,SAVANNAH CONDOPARK,SIMEI RISE,01,190.0,Condominium,2000,2025-08-01,Condo / Private Apartment
"Loyang, Changi",5 ROOM,DAHLIA PARK CONDOMINIUM,FLORA DRIVE,01,118.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,BAYWATER,BEDOK RESERVOIR ROAD,11,141.0,Condominium,2001,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,06,83.0,Condominium,2016,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,06,98.0,Condominium,2009,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,01,93.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,CASAFINA,BEDOK SOUTH AVENUE 1,01,121.0,Condominium,1996,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",EXECUTIVE,NOUVELLE PARK,POH HUAT ROAD WEST,01,139.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",3 ROOM,ECO,BEDOK SOUTH AVENUE 3,06,64.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,KINGSFORD WATERBAY,UPPER SERANGOON VIEW,16,103.0,Apartment,2014,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",EXECUTIVE,VUE 8 RESIDENCE,PASIR RIS HEIGHTS,01,161.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,WATERFRONT GOLD,BEDOK RESERVOIR ROAD,01,81.0,Condominium,2009,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,D'PAVILION,UPPER SERANGOON ROAD,01,105.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,PARC VERA,HOUGANG STREET 32,06,73.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,THE BAYSHORE,BAYSHORE ROAD,16,94.0,Condominium,1993,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",5 ROOM,JADESCAPE,SHUNFU ROAD,01,117.0,Condominium,2018,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,EAST MEADOWS,TANAH MERAH KECHIL ROAD,01,120.0,Condominium,1998,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",4 ROOM,RAFFLESIA CONDOMINIUM,BISHAN STREET 21,11,85.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,THE ALPS RESIDENCES,TAMPINES STREET 86,11,99.0,Condominium,2015,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,THE TANAMERA,TANAH MERAH KECHIL ROAD,16,123.0,Condominium,1990,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,COSTA DEL SOL,BAYSHORE ROAD,21,115.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,SUNSHINE LODGE,UPPER SERANGOON ROAD,01,73.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",2 ROOM,SKY VUE,BISHAN STREET 15,31,46.0,Condominium,2013,2025-08-01,Condo / Private Apartment
"Loyang, Changi",EXECUTIVE,AZALEA PARK CONDOMINIUM,FLORA ROAD,06,140.0,Condominium,1885,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,WATERFRONT WAVES,BEDOK RESERVOIR ROAD,06,120.0,Condominium,2007,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,01,80.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,BEDOK COURT,BEDOK SOUTH AVENUE 3,11,109.0,Condominium,1982,2025-08-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,01,109.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,KOVAN MELODY,KOVAN ROAD,06,84.0,Condominium,2004,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,06,114.0,Condominium,1996,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,THOMSON THREE,BRIGHT HILL DRIVE,06,68.0,Apartment,2012,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,THOMSON GRAND,SIN MING WALK,16,130.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,BEDOK COURT,BEDOK SOUTH AVENUE 3,06,109.0,Condominium,1982,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,COSTA DEL SOL,BAYSHORE ROAD,11,114.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,CASA MERAH,TANAH MERAH KECHIL AVENUE,06,116.0,Apartment,2006,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",3 ROOM,BEDOK RESIDENCES,BEDOK NORTH DRIVE,06,54.0,Apartment,2011,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",2 ROOM,KOVAN GRANDEUR,TAMPINES ROAD,01,40.0,Apartment,2010,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,06,89.0,Condominium,2014,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,THE TAPESTRY,TAMPINES STREET 86,01,56.0,Condominium,2017,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,APOLLO GARDENS,UPPER CHANGI ROAD,01,171.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",2 ROOM,THE FLORENCE RESIDENCES,HOUGANG AVENUE 2,11,49.0,Apartment,2018,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",5 ROOM,TROPICAL SPRING,SIMEI STREET 4,06,128.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,COSTA DEL SOL,BAYSHORE ROAD,26,122.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,NV RESIDENCES,PASIR RIS GROVE,11,84.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,D'NEST,PASIR RIS GROVE,01,87.0,Condominium,2010,2025-08-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,BLUWATERS 2,JALAN LOYANG BESAR,01,81.0,Condominium,1938,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",5 ROOM,THE GARDENS AT BISHAN,SIN MING WALK,06,114.0,Condominium,1997,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",EXECUTIVE,LIVIA,PASIR RIS GROVE,01,143.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,BAYWATER,BEDOK RESERVOIR ROAD,01,98.0,Condominium,2001,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,LAGUNA GREEN,JALAN HAJIJAH,01,118.0,Condominium,1995,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",5 ROOM,DOUBLE BAY RESIDENCES,SIMEI STREET 4,01,127.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,LA FIESTA,SENGKANG SQUARE,01,70.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,THOMSON THREE,BRIGHT HILL DRIVE,11,68.0,Apartment,2012,2025-08-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,THE GALE,FLORA ROAD,06,107.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,ECO,BEDOK SOUTH AVENUE 3,01,83.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,JEWEL @ BUANGKOK,COMPASSVALE BOW,01,78.0,Condominium,2012,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",1 ROOM,EASTWOOD REGENCY,EASTWOOD ROAD,01,36.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",5 ROOM,THE TEMBUSU,TAMPINES ROAD,16,127.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,RIPPLE BAY,PASIR RIS LINK,11,99.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,FLORAVIEW,ANG MO KIO STREET 66,01,67.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,REGENTVILLE,HOUGANG STREET 92,11,107.0,Apartment,1996,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",5 ROOM,OASIS @ ELIAS,ELIAS ROAD,01,119.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",EXECUTIVE,THE SPRINGBLOOM,SERANGOON AVENUE 3,06,153.0,Condominium,1995,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,SIN MING PLAZA,SIN MING ROAD,06,137.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Loyang, Changi",5 ROOM,AVILA GARDENS,FLORA ROAD,01,121.0,Condominium,Freehold,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",3 ROOM,SKY VUE,BISHAN STREET 15,26,63.0,Condominium,2013,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,RIVERSAILS,UPPER SERANGOON CRESCENT,06,103.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,MELVILLE PARK,SIMEI STREET 1,11,97.0,Condominium,1992,2025-08-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,OASIS @ ELIAS,ELIAS ROAD,06,91.0,Condominium,2008,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",2 ROOM,FOREST WOODS,LORONG LEW LIAN,06,48.0,Condominium,2016,2025-08-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,EASTWOOD GREEN,EASTWOOD ROAD,01,109.0,Condominium,1995,2025-08-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",4 ROOM,BISHAN 8,BISHAN STREET 21,06,108.0,Condominium,1996,2025-08-01,Condo / Private Apartment
"Loyang, Changi",4 ROOM,CASA AL MARE,JALAN LOYANG BESAR,01,105.0,Apartment,Freehold,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,11,85.0,Condominium,2011,2025-08-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",3 ROOM,BOTANIQUE AT BARTLEY,UPPER PAYA LEBAR ROAD,16,68.0,Condominium,2014,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,CASA MERAH,TANAH MERAH KECHIL AVENUE,01,88.0,Apartment,2006,2025-07-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,STARS OF KOVAN,UPPER SERANGOON ROAD,06,88.0,Apartment,2015,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,EAST MEADOWS,TANAH MERAH KECHIL ROAD,11,115.0,Condominium,1998,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,SUNHAVEN,UPPER CHANGI ROAD EAST,06,122.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",EXECUTIVE,FLAME TREE PARK,SIN MING AVENUE,06,170.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,PARC VERA,HOUGANG STREET 32,11,81.0,Condominium,2010,2025-07-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",4 ROOM,AMARANDA GARDENS,SERANGOON AVENUE 3,06,108.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Tampines, Pasir Ris",4 ROOM,MELVILLE PARK,SIMEI STREET 1,06,87.0,Condominium,1992,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",4 ROOM,LANDBAY CONDOMINIUM,JALAN HAJIJAH,01,91.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,TANAH MERAH MANSION,TANAH MERAH KECHIL ROAD SOUTH,01,111.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",EXECUTIVE,AMARANDA GARDENS,SERANGOON AVENUE 3,11,136.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Tampines, Pasir Ris",3 ROOM,COCO PALMS,PASIR RIS GROVE,11,69.0,Condominium,2008,2025-07-01,Condo / Private Apartment
"Bishan, Ang Mo Kio",4 ROOM,THE GARDENS AT BISHAN,SIN MING WALK,16,82.0,Condominium,1997,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,THE BAYCOURT,UPPER EAST COAST ROAD,01,154.0,Condominium,Freehold,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",5 ROOM,PALMWOODS,UPPER CHANGI ROAD,01,110.0,Condominium,1996,2025-07-01,Condo / Private Apartment
"Bedok, Upper East Coast, Eastwood, Kew Drive",EXECUTIVE,EAST COAST RESIDENCES,UPPER EAST COAST ROAD,01,135.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
"Serangoon Garden, Hougang, Punggol",1 ROOM,VIBES@UPPER SERANGOON,UPPER SERANGOON ROAD,01,36.0,Apartment,Freehold,2025-07-01,Condo / Private Apartment
